RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,SpecCodeType,SpecCode,SpecVal,Sex,TotalNo,CatIdentifier,NoMeas,SubFactor,SubWgt,CatCatchWgt,LngtCode,LngtClass,HLNoAtLngt,DevStage,LenMeasType,DateofCalculation,Valid_Aphia
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,124418,4,NA,2,1,1,1,NA,19,NA,NA,-9,NA,NA,20210609,124418
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,126445,1,NA,2,1,1,1,NA,296,1,23,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,127427,1,NA,2,1,1,1,NA,4,1,4,2,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,127419,1,NA,2,1,1,1,NA,175,1,16,2,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,100946,4,NA,4,1,2,1,NA,24,NA,NA,-9,NA,NA,20210609,100946
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,139488,4,NA,2,1,1,1,NA,16,NA,NA,-9,NA,NA,20210609,139488
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,140048,4,NA,2,1,1,1,NA,16,NA,NA,-9,NA,NA,20210609,140048
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,138138,4,NA,2,1,1,1,NA,8,NA,NA,-9,NA,NA,20210609,138138
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,106854,4,U,2,1,1,1,NA,19,NA,NA,-9,NA,NA,20210609,106854
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,124201,4,NA,2,1,1,1,NA,4,NA,NA,-9,NA,NA,20210609,124201
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,127251,1,NA,2,1,1,1,NA,688,1,27,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,17,27,2018,W,140605,1,NA,2,1,1,1,NA,1120,1,10,2,NA,NA,20210609,140605
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126822,1,NA,14,1,7,1,NA,2259,1,23,2,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126822,1,NA,14,1,7,1,NA,2259,1,25,4,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126822,1,NA,14,1,7,1,NA,2259,1,26,2,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126822,1,NA,14,1,7,1,NA,2259,1,28,6,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126716,1,NA,4,1,2,1,NA,83,1,14,2,NA,NA,20210609,126716
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126716,1,NA,4,1,2,1,NA,83,1,16,2,NA,NA,20210609,126716
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,17,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,25,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,28,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,29,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,30,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,31,12,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,43,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,55,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,32,6,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,33,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,34,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,35,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,36,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126484,1,NA,52,1,26,1,NA,14784,1,38,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,105814,1,M,2,1,1,1,NA,1580,1,61,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,105814,1,F,2,1,1,1,NA,39,1,18,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,140621,1,NA,6,1,3,1,NA,335,1,9,2,NA,NA,20210609,140621
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,140621,1,NA,6,1,3,1,NA,335,1,10,2,NA,NA,20210609,140621
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,140621,1,NA,6,1,3,1,NA,335,1,14,2,NA,NA,20210609,140621
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126446,1,NA,2,1,1,1,NA,167,1,20,2,NA,NA,20210609,126446
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127023,1,NA,4412.55,1,110,1,NA,330260,1,19,240.68,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127023,1,NA,4412.55,1,110,1,NA,330260,1,20,922.62,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127023,1,NA,4412.55,1,110,1,NA,330260,1,21,2487.07,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127023,1,NA,4412.55,1,110,1,NA,330260,1,22,681.94,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127023,1,NA,4412.55,1,110,1,NA,330260,1,23,40.11,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127023,1,NA,4412.55,1,110,1,NA,330260,1,28,40.11,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,125131,4,NA,2,1,1,1,NA,4,NA,NA,-9,NA,NA,20210609,125131
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127259,1,NA,8,1,4,1,NA,768,1,20,6,NA,NA,20210609,127259
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127259,1,NA,8,1,4,1,NA,768,1,24,2,NA,NA,20210609,127259
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126445,1,NA,14,1,7,1,NA,1480,1,19,4,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126445,1,NA,14,1,7,1,NA,1480,1,20,4,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126445,1,NA,14,1,7,1,NA,1480,1,21,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,126445,1,NA,14,1,7,1,NA,1480,1,23,4,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127427,1,NA,14,1,7,1,NA,4136,1,13,4,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127427,1,NA,14,1,7,1,NA,4136,1,18,2,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127427,1,NA,14,1,7,1,NA,4136,1,30,6,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127427,1,NA,14,1,7,1,NA,4136,1,32,2,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127419,1,NA,34,1,17,1,NA,1564,1,7,10,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127419,1,NA,34,1,17,1,NA,1564,1,8,8,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127419,1,NA,34,1,17,1,NA,1564,1,14,2,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127419,1,NA,34,1,17,1,NA,1564,1,15,8,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127419,1,NA,34,1,17,1,NA,1564,1,16,6,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,140048,4,NA,8,1,4,1,NA,175,NA,NA,-9,NA,NA,20210609,140048
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,138138,4,NA,2,1,1,1,NA,4,NA,NA,-9,NA,NA,20210609,138138
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,151174,1,NA,2,1,1,1,NA,287,1,24,2,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,11,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,12,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,13,8,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,14,34,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,15,38,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,16,64,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,33,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,34,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,35,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,23,22,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,24,24,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,25,6,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,26,12,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,28,4,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,30,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,17,38,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,18,54,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,19,34,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,20,16,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,21,10,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127251,1,NA,396,1,198,1,NA,49145,1,22,20,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,151501,1,NA,14,1,7,1,NA,2483,1,22,6,NA,NA,20210609,151501
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,151501,1,NA,14,1,7,1,NA,2483,1,23,2,NA,NA,20210609,151501
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,151501,1,NA,14,1,7,1,NA,2483,1,24,2,NA,NA,20210609,151501
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,151501,1,NA,14,1,7,1,NA,2483,1,27,2,NA,NA,20210609,151501
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,151501,1,NA,14,1,7,1,NA,2483,1,28,2,NA,NA,20210609,151501
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127063,1,NA,8,1,4,1,NA,10315,1,41,2,NA,NA,20210609,127063
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127063,1,NA,8,1,4,1,NA,10315,1,42,2,NA,NA,20210609,127063
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127063,1,NA,8,1,4,1,NA,10315,1,43,2,NA,NA,20210609,127063
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127063,1,NA,8,1,4,1,NA,10315,1,45,2,NA,NA,20210609,127063
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127041,1,NA,2,1,1,1,NA,131,1,18,2,NA,NA,20210609,127041
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127265,1,NA,6,1,3,1,NA,203,1,12,2,NA,NA,20210609,127265
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,18,26,2018,W,127265,1,NA,6,1,3,1,NA,203,1,14,4,NA,NA,20210609,127265
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,15,76.73,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,16,460.43,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,17,690.65,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,18,322.3,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,19,184.17,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,20,306.95,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,21,322.3,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,22,76.73,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,23,15.34,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126822,1,NA,2471.01,1,161,1,NA,129259,1,26,15.34,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,140271,4,NA,84,1,42,1,NA,13680,NA,NA,-9,NA,NA,20210609,140271
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,140621,1,NA,2,1,1,1,NA,131,1,12,2,NA,NA,20210609,140621
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126426,1,NA,2,1,1,1,NA,16,1,11,2,NA,NA,20210609,126426
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126445,1,NA,8,1,4,1,NA,284,1,13,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126445,1,NA,8,1,4,1,NA,284,1,14,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126445,1,NA,8,1,4,1,NA,284,1,15,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,126445,1,NA,8,1,4,1,NA,284,1,16,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,123245,4,NA,6,1,3,1,NA,43,NA,NA,-9,NA,NA,20210609,123245
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,151174,1,NA,4,1,2,1,NA,368,1,23,4,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,127154,1,NA,4,1,2,1,NA,284,1,21,2,NA,NA,20210609,127154
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,127154,1,NA,4,1,2,1,NA,284,1,22,2,NA,NA,20210609,127154
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,127251,1,NA,2,1,1,1,NA,136,1,16,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,140605,1,NA,2,1,1,1,NA,1447,1,9,2,NA,NA,20210609,140605
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,127066,1,NA,16,1,8,1,NA,1564,1,17,6,NA,NA,20210609,127066
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,127066,1,NA,16,1,8,1,NA,1564,1,18,4,NA,NA,20210609,127066
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,127066,1,NA,16,1,8,1,NA,1564,1,20,4,NA,NA,20210609,127066
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,16,28,2018,W,127066,1,NA,16,1,8,1,NA,1564,1,21,2,NA,NA,20210609,127066
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126822,1,NA,2,1,1,1,NA,467,1,30,2,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126716,1,NA,6,1,3,1,NA,151,1,14,2,NA,NA,20210609,126716
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126716,1,NA,6,1,3,1,NA,151,1,16,4,NA,NA,20210609,126716
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,12,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,13,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,14,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,15,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,16,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,17,8,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,32,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,33,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,34,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,36,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,18,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,19,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,28,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,29,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,30,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126484,1,NA,42,1,21,1,NA,5263,1,31,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,140621,1,NA,10,1,5,1,NA,675,1,12,6,NA,NA,20210609,140621
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,140621,1,NA,10,1,5,1,NA,675,1,15,4,NA,NA,20210609,140621
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,124929,4,NA,14,1,7,1,NA,79,NA,NA,-9,NA,NA,20210609,124929
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127259,1,NA,2,1,1,1,NA,219,1,22,2,NA,NA,20210609,127259
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126445,1,NA,12,1,6,1,NA,955,1,14,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126445,1,NA,12,1,6,1,NA,955,1,19,4,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126445,1,NA,12,1,6,1,NA,955,1,20,4,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126445,1,NA,12,1,6,1,NA,955,1,21,2,NA,NA,20210609,126445
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127427,1,NA,6,1,3,1,NA,663,1,14,2,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127427,1,NA,6,1,3,1,NA,663,1,20,2,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127427,1,NA,6,1,3,1,NA,663,1,21,2,NA,NA,20210609,127427
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126439,1,NA,56,1,28,1,NA,2996,1,18,8,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126439,1,NA,56,1,28,1,NA,2996,1,19,22,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126439,1,NA,56,1,28,1,NA,2996,1,20,10,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126439,1,NA,56,1,28,1,NA,2996,1,21,6,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126439,1,NA,56,1,28,1,NA,2996,1,22,4,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126439,1,NA,56,1,28,1,NA,2996,1,24,4,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,126439,1,NA,56,1,28,1,NA,2996,1,25,2,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127419,1,NA,252,1,126,1,NA,3055,1,7,140,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127419,1,NA,252,1,126,1,NA,3055,1,8,102,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127419,1,NA,252,1,126,1,NA,3055,1,9,8,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127419,1,NA,252,1,126,1,NA,3055,1,16,2,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,140048,4,NA,4,1,2,1,NA,8,NA,NA,-9,NA,NA,20210609,140048
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,138138,4,NA,24,1,12,1,NA,59,NA,NA,-9,NA,NA,20210609,138138
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,124201,4,NA,6,1,3,1,NA,4,NA,NA,-9,NA,NA,20210609,124201
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127251,1,NA,32,1,16,1,NA,2588,1,12,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,21,25,2018,W,127251,1,NA,32,1,16,1,NA,2588,1,13,2,NA,NA,20210609,127251
